Keyword,Extracted Sentence
new,"The collapse of communism has shattered dictatorships, to be sure, but it has also left the political and legal institutions of newly liberated nations even more vulnerable.
"
new,In this fiftieth anniversary year we must shape the United Nations agenda as if we were creating the institution anew.
new,"We must renew and re-energize our efforts at the Cairo Conference, as well as theimportant commitments made at the Rio Conference three years ago.
"
new,"We must renew and reform the United Nations not for its sake, but for our own."
mass,"New technologies have brought us closer together, but also made it easier for terrorists, drug dealers and other internationalcriminals to acquire weapons of mass destruction."
mass,"In Iraq, the UNSCOM and its Chairman, Rolf Ekeus, will continue to uncover horrific details about Saddam Hussein’s weapons of mass destruction.
"
mass,This year’s sarin gas attack in Tokyo is a grim warning of what can happen when terrorists acquire weapons of mass destruction.
concrete,We should dedicate our efforts in the United States and elsewhere to turning our global consensus against these threats into concrete and effective action.
concrete,We should dedicate our efforts in the United States and elsewhere to turning our global consensus into concrete and effective action.
nationsregional economic,We should downsize the United Nationsregional economic commissions.
support,"The President and I, and our entire Administration, believe it would be reckless to turn away from an organization that helps mobilize the support of other nations."
